NDO_No,Shrt_Desc,Cholestrl_(mg),Protein_(g),Energ_Kcal,Water_(g)
06232,PREGO Pasta Organic Mushroom Italian Sauce ready-to-serve,0.0,1.6,72.0,84.5
06233,PREGO Pasta Organic Tomato and Basil Italian Sauce ready-to-serve,0.0,1.6,72.0,83.0
06236,PREGO Pasta Roasted Garlic Parmesan Italian Sauce ready-to-serve,4.0,2.31,77.0,83.7
06239,PREGO Pasta Tomato Basil and Garlic Italian Sauce ready-to-serve,0.0,1.6,64.0,83.5
06932,PREGO Pasta Traditional Italian Sauce ready-to-serve,0.0,1.54,54.0,80.0
06240,PREGO Pasta Zesty Mushroom Italian Sauce ready-to-serve,0.0,1.54,85.0,80.2
43109,Pretzels soft,0.0,8.2,338.0,15.0
25024,Pretzels soft unsalted,0.0,8.2,345.0,15.0
09287,Prickly pears raw,0.0,0.73,41.0,87.55
01224,Protein supplement milk based Muscle Milk Light powder,10.0,50.0,396.0,12.0
01223,Protein supplement milk based Muscle Milk powder,21.0,45.71,411.0,15.0
09294,Prune juice canned,0.0,0.61,71.0,81.24
09423,Prune puree,0.0,2.1,257.0,30.0
09288,Prunes canned heavy syrup pack solids and liquids,0.0,0.87,105.0,70.67
09290,Prunes dehydrated (low-moisture) stewed,0.0,1.23,113.0,67.99
09289,Prunes dehydrated (low-moisture) uncooked,0.0,3.7,339.0,4.0
19333,Pudding lemon dry mix regular prepared with sugar egg yolk and water,49.0,0.65,109.0,73.62
44260,Puddings all flavors except chocolate low calorie instant dry mix,0.0,0.81,350.0,6.84
44259,Puddings all flavors except chocolate low calorie regular dry mix,0.0,1.6,351.0,10.4
19318,Puddings banana dry mix instant,--,0.0,367.0,2.8
19121,Puddings banana dry mix instant prepared with 2% milk,6.0,2.76,105.0,74.52
19319,Puddings banana dry mix instant prepared with whole milk,9.0,2.62,115.0,73.62
19705,Puddings banana dry mix instant with added oil,--,0.0,386.0,2.8
19320,Puddings banana dry mix regular,--,0.0,366.0,4.1
19122,Puddings banana dry mix regular prepared with 2% milk,7.0,2.9,101.0,75.9
19321,Puddings banana dry mix regular prepared with whole milk,9.0,2.74,111.0,74.96
19706,Puddings banana dry mix regular with added oil,--,0.0,387.0,4.1
44061,Puddings chocolate flavor low calorie instant dry mix,0.0,5.3,356.0,4.2
44258,Puddings chocolate flavor low calorie regular dry mix,0.0,10.08,365.0,6.8
19184,Puddings chocolate dry mix instant,0.0,2.3,378.0,3.2
19123,Puddings chocolate dry mix instant prepared with 2% milk,6.0,3.15,105.0,74.59
19185,Puddings chocolate dry mix instant prepared with whole milk,11.0,3.1,111.0,73.6
19188,Puddings chocolate dry mix regular,0.0,2.6,362.0,4.0
19190,Puddings chocolate dry mix regular prepared with 2% milk,7.0,3.28,111.0,73.94
19189,Puddings chocolate dry mix regular prepared with whole milk,9.0,3.16,120.0,73.13
19183,Puddings chocolate ready-to-eat,1.0,2.09,142.0,69.46
19235,Puddings chocolate ready-to-eat fat free,1.0,1.93,93.0,76.23
19322,Puddings coconut cream dry mix instant,0.0,0.9,415.0,2.2
19191,Puddings coconut cream dry mix instant prepared with 2% milk,6.0,2.9,107.0,74.4
19323,Puddings coconut cream dry mix instant prepared with whole milk,11.0,2.9,117.0,73.4
19324,Puddings coconut cream dry mix regular,0.0,1.0,434.0,3.7
19219,Puddings coconut cream dry mix regular prepared with 2% milk,7.0,3.1,104.0,75.6
19325,Puddings coconut cream dry mix regular prepared with whole milk,12.0,3.0,114.0,74.6
19330,Puddings lemon dry mix instant,--,0.0,378.0,0.7
19204,Puddings lemon dry mix instant prepared with 2% milk,6.0,2.76,107.0,74.16
19331,Puddings lemon dry mix instant prepared with whole milk,11.0,2.7,115.0,73.2
19332,Puddings lemon dry mix regular,0.0,0.1,363.0,5.2
19708,Puddings lemon dry mix regular with added oil potassium sodium,0.0,0.1,366.0,5.2
19194,Puddings rice dry mix,0.0,2.7,376.0,4.8
19208,Puddings rice dry mix prepared with 2% milk,6.0,3.29,111.0,73.43
19195,Puddings rice dry mix prepared with whole milk,11.0,3.25,121.0,72.42
19193,Puddings rice ready-to-eat,12.0,3.23,108.0,75.15
19198,Puddings tapioca dry mix,0.0,0.1,369.0,4.0
19209,Puddings tapioca dry mix prepared with 2% milk,6.0,2.88,105.0,75.01
19199,Puddings tapioca dry mix prepared with whole milk,12.0,2.84,115.0,73.97
19709,Puddings tapioca dry mix with no added salt,0.0,0.1,369.0,4.0
19218,Puddings tapioca ready-to-eat,1.0,1.95,130.0,71.84
19234,Puddings tapioca ready-to-eat fat free,1.0,1.44,94.0,76.25
19202,Puddings vanilla dry mix instant,--,0.0,377.0,2.6
19203,Puddings vanilla dry mix instant prepared with whole milk,11.0,2.7,114.0,73.5
19206,Puddings vanilla dry mix regular,0.0,0.3,379.0,3.9
19212,Puddings vanilla dry mix regular prepared with 2% milk,7.0,2.94,101.0,75.86
19207,Puddings vanilla dry mix regular prepared with whole milk,9.0,2.8,113.0,74.49
19710,Puddings vanilla dry mix regular with added oil,0.0,0.3,369.0,3.9
19201,Puddings vanilla ready-to-eat,1.0,1.45,130.0,71.66
19233,Puddings vanilla ready-to-eat fat free,0.0,2.02,89.0,76.93
18337,Puff pastry frozen ready-to-bake,0.0,7.3,551.0,8.5
18211,Puff pastry frozen ready-to-bake baked,0.0,7.4,558.0,--
22972,Pulled pork in barbecue sauce,35.0,13.19,168.0,60.99
09295,Pummelo raw,0.0,0.76,38.0,89.1
11417,Pumpkin flowers cooked boiled drained without salt,0.0,1.09,15.0,95.2
11416,Pumpkin flowers raw,0.0,1.03,15.0,95.15
11848,Pumpkin leaves cooked boiled drained with salt,0.0,2.72,21.0,92.51
11419,Pumpkin leaves cooked boiled drained without salt,0.0,2.72,21.0,92.51
11418,Pumpkin leaves raw,0.0,3.15,19.0,92.88
11426,Pumpkin pie mix canned,0.0,1.09,104.0,71.49
11846,Pumpkin canned with salt,0.0,1.1,34.0,89.97
11424,Pumpkin canned without salt,0.0,1.1,34.0,89.97
11845,Pumpkin cooked boiled drained with salt,0.0,0.72,18.0,93.69
11423,Pumpkin cooked boiled drained without salt,0.0,0.72,20.0,93.69
11847,Pumpkin flowers cooked boiled drained with salt,0.0,1.09,15.0,95.2
11422,Pumpkin raw,0.0,1.0,26.0,91.6
11849,Purslane cooked boiled drained with salt,0.0,1.49,18.0,93.52
11428,Purslane cooked boiled drained without salt,0.0,1.49,18.0,93.52
11427,Purslane raw,0.0,2.03,20.0,92.86
05159,Quail breast meat only raw,58.0,22.59,123.0,71.67
43282,Quail cooked total edible,86.0,25.1,227.0,60.0
05157,Quail meat and skin raw,76.0,19.63,192.0,69.65
05158,Quail meat only raw,70.0,21.76,134.0,70.03
09296,Quinces raw,0.0,0.4,57.0,83.8
20137,Quinoa cooked,0.0,4.4,120.0,71.61
20035,Quinoa uncooked,0.0,14.12,368.0,13.28
11952,Radicchio raw,0.0,1.43,23.0,93.14
11676,Radish seeds sprouted raw,0.0,3.81,43.0,90.07
43142,Radishes hawaiian style pickled,0.0,1.1,28.0,91.5
11850,Radishes oriental cooked boiled drained with salt,0.0,0.67,17.0,95.04
11431,Radishes oriental cooked boiled drained without salt,0.0,0.67,17.0,95.04
11432,Radishes oriental dried,0.0,7.9,271.0,19.68
11430,Radishes oriental raw,0.0,0.6,18.0,94.62
11429,Radishes raw,0.0,0.68,16.0,95.27
11637,Radishes white icicle raw,0.0,1.1,14.0,95.37
09297,Raisins golden seedless,0.0,3.39,302.0,14.97
09299,Raisins seeded,0.0,2.52,296.0,16.57
09298,Raisins seedless,0.0,3.07,299.0,15.43
09301,Rambutan canned syrup pack,0.0,0.65,82.0,78.04
09304,Raspberries canned red heavy syrup pack solids and liquids,0.0,0.83,91.0,75.33
09306,Raspberries frozen red sweetened,0.0,0.7,103.0,72.75
09518,Raspberries frozen unsweetened,0.0,1.2,52.0,85.75
09302,Raspberries raw,0.0,1.2,52.0,85.75
22976,Ravioli cheese with tomato sauce frozen not prepared includes regular and light entrees,11.0,4.52,111.0,74.33
22899,Ravioli cheese-filled canned,3.0,2.48,77.0,80.91
22900,Ravioli meat-filled with tomato sauce or meat sauce canned,5.0,3.24,97.0,79.12
01200,Reddi Wip Fat Free Whipped Topping,16.0,3.0,149.0,66.44
16172,Refried beans canned fat-free,0.0,5.34,79.0,78.69
16103,Refried beans canned traditional style (includes USDA commodity),0.0,4.98,90.0,77.75
16403,Refried beans canned traditional reduced sodium,0.0,4.98,89.0,77.75
36603,Restaurant Chinese beef and vegetables,14.0,7.08,105.0,78.82
36626,Restaurant Chinese chicken and vegetables,21.0,8.18,95.0,80.24
36623,Restaurant Chinese chicken chow mein,16.0,6.76,85.0,81.01
36601,Restaurant Chinese egg rolls assorted,16.0,8.28,250.0,50.6
36602,Restaurant Chinese fried rice without meat,18.0,4.05,174.0,59.09
36618,Restaurant Chinese general tso's chicken,53.0,12.9,295.0,45.15
36619,Restaurant Chinese kung pao chicken,26.0,9.76,129.0,74.78
36617,Restaurant Chinese lemon chicken,32.0,11.87,252.0,52.69
36629,Restaurant Chinese orange chicken,61.0,14.46,262.0,48.43
36633,Restaurant Chinese sesame chicken,59.0,14.33,293.0,42.8
36620,Restaurant Chinese shrimp and vegetables,36.0,5.9,78.0,84.06
36621,Restaurant Chinese sweet and sour chicken,27.0,10.1,250.0,52.17
36622,Restaurant Chinese sweet and sour pork,24.0,8.91,270.0,50.84
36624,Restaurant Chinese vegetable chow mein without meat or noodles,0.0,1.34,43.0,90.08
36625,Restaurant Chinese vegetable lo mein without meat,0.0,4.77,121.0,71.33
36015,Restaurant family style chicken fingers from kid's menu,46.0,18.68,307.0,42.17
36034,Restaurant family style chicken tenders,46.0,18.88,302.0,42.3
36037,Restaurant family style chili with meat and beans,45.0,12.56,157.0,71.31
36035,Restaurant family style coleslaw,8.0,0.88,159.0,74.03
36033,Restaurant family style fish fillet battered or breaded fried,36.0,13.49,219.0,56.74
36014,Restaurant family style french fries,1.0,3.49,289.0,43.19
36012,Restaurant family style fried mozzarella sticks,36.0,14.75,325.0,38.44
36017,Restaurant family style macaroni &amp cheese from kids' menu,10.0,5.42,151.0,68.24
36016,Restaurant family style shrimp breaded and fried,87.0,12.67,308.0,43.02
36013,Restaurant family style sirloin steak,87.0,29.8,195.0,60.18
36038,Restaurant family style spaghetti and meatballs,19.0,7.84,170.0,66.64
36055,Restaurant Italian cheese ravioli with marinara sauce,26.0,7.07,154.0,67.29
36059,Restaurant Italian chicken parmesan without pasta,54.0,16.17,204.0,59.88
36041,Restaurant Italian lasagna with meat,36.0,10.83,185.0,64.87
36630,Restaurant Italian spaghetti with meat sauce,9.0,5.79,121.0,73.16
36046,Restaurant Italian spaghetti with pomodoro sauce (no meat),0.0,3.9,104.0,75.56
36415,Restaurant Latino arepa (unleavened cornmeal bread),5.0,5.48,219.0,50.8
36404,Restaurant Latino arroz con leche (rice pudding),8.0,3.2,146.0,67.39
36413,Restaurant Latino black bean soup,1.0,5.1,103.0,75.91
36401,Restaurant Latino chicken and rice entree prepared,36.0,12.02,174.0,61.12
36403,Restaurant Latino empanadas beef prepared,26.0,11.31,335.0,37.5
36409,Restaurant Latino pupusas con queso (pupusas cheese),32.0,11.72,256.0,50.36
36410,Restaurant Latino pupusas del cerdo (pupusas pork),29.0,11.51,232.0,53.12
36411,Restaurant Latino tamale corn,17.0,3.48,186.0,61.32
36412,Restaurant Latino tamale pork,20.0,7.35,174.0,66.03
36414,Restaurant Latino tripe soup,59.0,8.61,74.0,83.41
36050,Restaurant Mexican cheese enchilada,42.0,11.24,273.0,52.38
36052,Restaurant Mexican cheese quesadilla,52.0,15.93,368.0,33.75
36056,Restaurant Mexican cheese tamales,30.0,8.99,216.0,59.1
36418,Restaurant Mexican refried beans,5.0,6.91,156.0,67.57
36061,Restaurant Mexican soft taco with ground beef cheese and lettuce,34.0,12.56,219.0,56.5
36417,Restaurant Mexican spanish rice,0.0,3.28,185.0,58.54
09310,Rhubarb frozen cooked with sugar,0.0,0.39,116.0,67.79
09309,Rhubarb frozen uncooked,0.0,0.55,21.0,93.51
09307,Rhubarb raw,0.0,0.9,21.0,93.61
32000,Rice and vermicelli mix beef flavor unprepared,0.0,10.84,359.0,8.27
22998,Rice and vermicelli mix chicken flavor unprepared,0.0,10.64,358.0,8.19
32002,Rice and vermicelli mix rice pilaf flavor unprepared,1.0,10.42,359.0,8.04
08546,Rice and Wheat cereal bar,0.0,9.09,409.0,7.5
22958,Rice bowl with chicken frozen entree prepared (includes fried teriyaki and sweet and sour varieties),16.0,5.65,126.0,69.09
20060,Rice bran crude,0.0,13.35,316.0,6.13
42204,Rice cake cracker (include hain mini rice cakes),0.0,7.1,392.0,5.8
20090,Rice flour brown,0.0,7.23,363.0,11.97
20061,Rice flour white unenriched,0.0,5.95,366.0,11.89
32024,Rice mix cheese flavor dry mix unprepared,9.0,8.77,362.0,8.74
32029,Rice mix white and wild flavored unprepared,0.0,10.53,355.0,7.53
20134,Rice noodles cooked,0.0,1.79,108.0,73.82
20133,Rice noodles dry,0.0,5.95,364.0,11.91
20037,Rice brown long-grain cooked,0.0,2.74,123.0,70.27
20036,Rice brown long-grain raw,0.0,7.54,367.0,11.8
20041,Rice brown medium-grain cooked,0.0,2.32,112.0,72.96
20040,Rice brown medium-grain raw,0.0,7.5,362.0,12.37
20042,Rice brown parboiled dry UNCLE BEN'S,0.0,7.6,370.0,9.82
20055,Rice white glutinous unenriched cooked,0.0,2.02,97.0,76.63
20054,Rice white glutinous unenriched uncooked,0.0,6.81,370.0,10.46
20047,Rice white long-grain parboiled enriched cooked,0.0,2.91,123.0,70.36
20046,Rice white long-grain parboiled enriched dry,0.0,7.51,374.0,9.86
20447,Rice white long-grain parboiled unenriched cooked,0.0,2.91,123.0,70.36
20446,Rice white long-grain parboiled unenriched dry,0.0,7.51,374.0,9.86
20048,Rice white long-grain precooked or instant enriched dry,0.0,7.82,380.0,8.38
20049,Rice white long-grain precooked or instant enriched prepared,0.0,2.18,124.0,70.34
20345,Rice white long-grain regular cooked enriched with salt,0.0,2.69,130.0,68.44
20545,Rice white long-grain regular cooked unenriched with salt,0.0,2.69,130.0,68.44
20045,Rice white long-grain regular enriched cooked,0.0,2.69,130.0,68.44
20044,Rice white long-grain regular raw enriched,0.0,7.13,365.0,11.62
20444,Rice white long-grain regular raw unenriched,0.0,7.13,365.0,11.62
20445,Rice white long-grain regular unenriched cooked without salt,0.0,2.69,130.0,68.44
20451,Rice white medium-grain cooked unenriched,0.0,2.38,130.0,68.61
20051,Rice white medium-grain enriched cooked,0.0,2.38,130.0,68.61
20050,Rice white medium-grain raw enriched,0.0,6.61,360.0,12.89
20450,Rice white medium-grain raw unenriched,0.0,6.61,360.0,12.89
20453,Rice white short-grain cooked unenriched,0.0,2.36,130.0,68.53
20053,Rice white short-grain enriched cooked,0.0,2.36,130.0,68.53
20052,Rice white short-grain enriched uncooked,0.0,6.5,358.0,13.29
20452,Rice white short-grain raw unenriched,0.0,6.5,358.0,13.29
07912,Roast beef spread,70.0,15.27,223.0,61.7
07043,Roast beef deli style prepackaged sliced,51.0,18.62,115.0,73.72
18344,Rolls dinner egg,50.0,9.5,307.0,30.4
18345,Rolls dinner oat bran,0.0,9.5,236.0,44.0
18342,Rolls dinner plain commercially prepared (includes brown-and-serve),4.0,10.86,310.0,28.44
18396,Rolls dinner plain prepared from recipe made with low fat (2%) milk,35.0,8.5,316.0,29.1
18346,Rolls dinner rye,0.0,10.3,286.0,30.1
28348,Rolls dinner sweet,55.0,10.04,321.0,27.83
18347,Rolls dinner wheat,0.0,8.6,273.0,37.0
18348,Rolls dinner whole-wheat,0.0,8.7,266.0,33.1
18349,Rolls french,0.0,8.6,277.0,34.8
28341,Rolls gluten-free white made with rice flour rice starch and corn starch,0.0,3.34,239.0,42.0
28312,Rolls hamburger or hot dog wheat/cracked wheat,0.0,11.69,269.0,35.23
28313,Rolls hamburger or hot dog whole wheat,0.0,12.38,269.0,35.92
18351,Rolls hamburger or hotdog mixed-grain,0.0,9.6,263.0,38.0
18350,Rolls hamburger or hotdog plain,0.0,9.77,279.0,34.34
18352,Rolls hamburger or hotdog reduced-calorie,0.0,8.3,196.0,46.0
28321,Rolls hamburger whole grain white calcium-fortified,0.0,9.3,255.0,38.67
18353,Rolls hard (includes kaiser),0.0,9.9,293.0,31.0
43441,Rolls pumpernickel,0.0,10.8,276.0,32.0
09311,Roselle raw,0.0,0.96,49.0,86.58
02063,Rosemary fresh,0.0,3.31,131.0,67.77
09528,Ruby Red grapefruit juice blend (grapefruit grape apple) OCEAN SPRAY bottled with added vitamin C,0.0,0.5,44.0,88.6
05363,Ruffed Grouse breast meat skinless raw,40.0,25.94,112.0,72.93
11851,Rutabagas cooked boiled drained with salt,0.0,0.93,30.0,91.54
11436,Rutabagas cooked boiled drained without salt,0.0,0.93,30.0,91.54
11435,Rutabagas raw,0.0,1.08,37.0,89.43
20063,Rye flour dark,0.0,15.91,325.0,10.75
20065,Rye flour light,0.0,9.82,357.0,11.4
20064,Rye flour medium,0.0,10.88,349.0,10.97
20062,Rye grain,0.0,10.34,338.0,10.6
43331,Salad dressing bacon and tomato,4.0,1.8,326.0,58.7
04539,Salad dressing blue or roquefort cheese dressing commercial regular,31.0,1.37,484.0,39.71
42192,Salad dressing blue or roquefort cheese dressing fat-free,2.0,1.52,115.0,68.0
42153,Salad dressing blue or roquefort cheese dressing light,10.0,2.1,86.0,77.8
43020,Salad dressing blue or roquefort cheese low calorie,1.0,5.1,99.0,79.5
43215,Salad dressing buttermilk lite,16.0,1.25,202.0,62.04
43015,Salad dressing caesar dressing regular,39.0,2.17,542.0,34.3
04705,Salad dressing caesar fat-free,1.0,1.47,131.0,64.1
43021,Salad dressing caesar low calorie,2.0,0.3,110.0,73.2
43016,Salad dressing coleslaw,26.0,0.9,390.0,39.9
42230,Salad Dressing coleslaw dressing reduced fat,25.0,0.0,329.0,37.0
04120,Salad dressing french dressing commercial regular,0.0,0.77,457.0,36.56
04141,Salad dressing french dressing commercial regular without salt,0.0,0.77,459.0,36.56
04367,Salad dressing french dressing fat-free,0.0,0.2,132.0,65.04
42171,Salad dressing french dressing reduced calorie,0.0,0.4,227.0,59.0
04020,Salad dressing french dressing reduced fat,0.0,0.58,222.0,54.28
04142,Salad dressing french dressing reduced fat without salt,0.0,0.58,233.0,54.28
04146,Salad dressing french cottonseed oil home recipe,0.0,0.1,631.0,24.2
04133,Salad dressing french home recipe,0.0,0.1,631.0,24.2
43017,Salad dressing green goddess regular,40.0,1.9,427.0,45.03
04135,Salad dressing home recipe vinegar and oil,--,0.0,449.0,47.4
04686,Salad dressing honey mustard dressing reduced calorie,0.0,0.98,207.0,57.19
04703,Salad dressing honey mustard regular,29.0,0.87,464.0,32.64
04021,Salad dressing italian dressing commercial reduced fat,0.0,0.39,102.0,80.11
04114,Salad dressing italian dressing commercial regular,0.0,0.41,240.0,63.4
04143,Salad dressing italian dressing commercial regular without salt,67.0,0.38,292.0,56.4
04636,Salad dressing italian dressing fat-free,2.0,0.97,47.0,85.95
42140,Salad dressing italian dressing reduced calorie,0.0,0.3,200.0,70.0
04144,Salad dressing italian dressing reduced fat without salt,6.0,0.47,76.0,84.68
04013,Salad dressing KRAFT Mayo Fat Free Mayonnaise Dressing,0.0,0.2,64.0,81.8
04011,Salad dressing KRAFT Mayo Light Mayonnaise,35.0,0.6,334.0,55.4
04014,Salad dressing KRAFT MIRACLE WHIP FREE Nonfat Dressing,9.0,0.2,84.0,78.7
43329,Salad dressing mayonnaise and mayonnaise-type low calorie,26.0,0.9,263.0,54.3
04018,Salad dressing mayonnaise type regular with salt,19.0,0.65,250.0,61.22
04028,Salad dressing mayonnaise imitation milk cream,43.0,2.1,97.0,79.6
04027,Salad dressing mayonnaise imitation soybean,24.0,0.3,232.0,62.7
04029,Salad dressing mayonnaise imitation soybean without cholesterol,0.0,0.1,482.0,34.6
04641,Salad dressing mayonnaise light,16.0,0.37,238.0,66.13
04689,Salad Dressing mayonnaise light SMART BALANCE Omega Plus light,33.0,1.53,333.0,52.44
04025,Salad dressing mayonnaise regular,42.0,0.96,680.0,21.65
04026,Salad dressing mayonnaise soybean and safflower oil with salt,59.0,1.1,717.0,15.3
04145,Salad dressing mayonnaise soybean oil without salt,59.0,1.1,717.0,16.7
42193,Salad Dressing mayonnaise-like fat-free,9.0,0.2,84.0,78.7
42137,Salad dressing peppercorn dressing commercial regular,49.0,1.2,564.0,31.9
04704,Salad dressing poppyseed creamy,15.0,0.92,399.0,38.85
04638,Salad dressing ranch dressing fat-free,7.0,0.25,119.0,68.33
04640,Salad dressing ranch dressing reduced fat,16.0,1.25,196.0,62.04
04639,Salad dressing ranch dressing regular,26.0,1.32,430.0,45.68
04015,Salad dressing russian dressing,0.0,0.69,355.0,38.53
04022,Salad dressing russian dressing low calorie,6.0,0.5,141.0,65.0
04016,Salad dressing sesame seed dressing regular,0.0,3.1,443.0,39.2
04688,Salad dressing spray-style dressing assorted flavors,0.0,0.16,165.0,71.0
43019,Salad dressing sweet and sour,0.0,0.1,15.0,95.7
04635,Salad dressing thousand island dressing fat-free,5.0,0.55,132.0,66.14
04023,Salad dressing thousand island dressing reduced fat,11.0,0.83,195.0,60.73
04017,Salad dressing thousand island commercial regular,26.0,1.09,379.0,46.51
07068,Salami cooked beef,71.0,12.6,261.0,60.0
07069,Salami cooked beef and pork,89.0,21.85,336.0,45.19
07070,Salami cooked turkey,76.0,19.2,172.0,68.8
07071,Salami dry or hard pork,79.0,22.58,407.0,36.18
07072,Salami dry or hard pork beef,108.0,21.07,378.0,41.19
07926,Salami Italian pork,80.0,21.7,425.0,34.6
07941,Salami Italian pork and beef dry sliced 50% less sodium,89.0,21.8,350.0,40.5
07913,Salami pork beef less sodium,90.0,15.01,396.0,33.74
32031,Salisbury steak with gravy frozen,33.0,6.98,149.0,74.19
35190,Salmon red (sockeye) filets with skin smoked (Alaska Native),155.0,60.62,345.0,23.93
15264,Salmon sockeye canned drained solids without skin and bones,66.0,26.33,158.0,67.78
15253,Salmon sockeye canned total can contents,67.0,20.63,153.0,71.07
11437,Salsify (vegetable oyster) raw,0.0,3.3,82.0,77.0
11852,Salsify cooked boiled drained with salt,0.0,2.73,68.0,81.0
11438,Salsify cooked boiled drained without salt,0.0,2.73,68.0,81.0
02047,Salt table,--,0.0,--,0.2
43135,Sandwich spread meatless,0.0,8.0,149.0,70.0
07073,Sandwich spread pork beef,38.0,7.66,235.0,60.28
04030,Sandwich spread with chopped pickle regular unspecified oils,76.0,0.9,389.0,40.8
09313,Sapodilla raw,0.0,0.44,83.0,78.0
09314,Sapote mamey raw,0.0,1.45,124.0,64.87
06150,Sauce barbecue,0.0,0.82,172.0,54.71
06930,Sauce cheese ready-to-serve,29.0,6.71,174.0,70.5
06962,Sauce chili peppers hot immature green canned,0.0,0.7,20.0,93.9
27051,Sauce cocktail ready-to-serve,0.0,1.36,124.0,65.67
27046,Sauce duck ready-to-serve,0.0,0.36,245.0,37.44
27063,Sauce enchilada red mild ready to serve,0.0,0.62,30.0,91.78
06179,Sauce fish ready-to-serve,0.0,5.06,35.0,71.07
06175,Sauce hoisin ready-to-serve,3.0,3.31,220.0,44.23
06166,Sauce homemade white medium,7.0,3.84,147.0,74.89
06167,Sauce homemade white thick,6.0,3.99,186.0,69.1
06165,Sauce homemade white thin,8.0,3.77,105.0,80.66
27066,Sauce horseradish,50.0,1.09,503.0,35.83
06176,Sauce oyster ready-to-serve,0.0,1.35,51.0,80.0
06931,Sauce pasta spaghetti/marinara ready-to-serve,2.0,1.39,50.0,87.87
06976,Sauce pasta spaghetti/marinara ready-to-serve low sodium,2.0,1.41,51.0,87.39
06618,Sauce peanut made from coconut water sugar peanuts,0.0,2.02,179.0,62.08
27059,Sauce peanut made from peanut butter water soy sauce,0.0,6.31,257.0,51.4
06961,Sauce peppers hot chili mature red canned,0.0,0.9,21.0,94.1
06152,Sauce pizza canned ready-to-serve,0.0,2.18,54.0,86.71
06151,Sauce plum ready-to-serve,0.0,0.89,184.0,53.71
06168,Sauce ready-to-serve pepper or hot,0.0,0.51,11.0,89.98
06169,Sauce ready-to-serve pepper TABASCO,0.0,1.29,12.0,95.17
06164,Sauce salsa ready-to-serve,0.0,1.52,29.0,89.28
27047,Sauce salsa verde ready-to-serve,0.0,1.13,38.0,89.52
27048,Sauce steak tomato based,0.0,1.25,95.0,71.0
27050,Sauce sweet and sour ready-to-serve,0.0,0.27,150.0,60.27
27049,Sauce tartar ready-to-serve,7.0,1.0,211.0,67.0
06112,Sauce teriyaki ready-to-serve,0.0,5.93,89.0,67.69
06189,Sauce teriyaki ready-to-serve reduced sodium,0.0,5.93,89.0,69.7
06972,Sauce tomato chili sauce bottled with salt,0.0,2.5,92.0,68.0
06971,Sauce worcestershire,--,0.0,78.0,78.54
11439,Sauerkraut canned solids and liquids,0.0,0.91,19.0,92.52
07004,Sausage Berliner pork beef,46.0,15.27,230.0,60.97
07928,Sausage chicken beef pork skinless smoked,120.0,13.6,216.0,60.5
32032,Sausage egg and cheese breakfast biscuit,78.0,9.54,324.0,44.12
07089,Sausage Italian pork cooked,57.0,19.12,344.0,47.13
07036,Sausage Italian pork raw,76.0,14.25,346.0,51.08
07914,Sausage Italian sweet links,30.0,16.13,149.0,71.6
07927,Sausage Italian turkey smoked,53.0,15.05,158.0,68.5
16107,Sausage meatless,0.0,20.28,255.0,50.4
07915,Sausage Polish beef with chicken hot,66.0,17.6,259.0,55.2
07916,Sausage Polish pork and beef smoked,71.0,12.07,301.0,56.58
07917,Sausage pork and beef with cheddar cheese smoked,63.0,12.89,296.0,56.11
07979,Sausage pork turkey and beef reduced sodium,70.0,10.71,284.0,60.08
07075,Sausage smoked link sausage pork and beef,58.0,12.0,320.0,53.97
07918,Sausage summer pork and beef sticks with cheddar cheese,89.0,19.43,426.0,36.2
07919,Sausage turkey breakfast links mild,160.0,15.42,235.0,63.12
07929,Sausage turkey hot smoked,53.0,15.05,158.0,68.5
07083,Sausage Vienna canned chicken beef pork,87.0,10.5,230.0,64.9
21611,School Lunch chicken nuggets whole grain breaded,50.0,15.67,270.0,46.53
21610,School Lunch chicken patty whole grain breaded,36.0,17.64,246.0,53.84
21145,"School Lunch pizza BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Cheese Pizza frozen",18.0,13.89,243.0,48.02
21601,School Lunch pizza cheese topping thick crust whole grain frozen cooked,19.0,14.62,254.0,45.73
21600,School Lunch pizza cheese topping thin crust whole grain frozen cooked,12.0,12.72,247.0,45.64
21603,School Lunch pizza pepperoni topping thick crust whole grain frozen cooked,24.0,14.35,259.0,45.3
21602,School Lunch pizza pepperoni topping thin crust whole grain frozen cooked,24.0,12.78,254.0,44.88
21605,School Lunch pizza sausage topping thick crust whole grain frozen cooked,26.0,13.26,257.0,45.31
21604,School Lunch pizza sausage topping thin crust whole grain frozen cooked,25.0,12.63,250.0,45.3
21149,School Lunch pizza TONY'S Breakfast Pizza Sausage frozen,20.0,10.39,240.0,50.2
21147,School Lunch pizza TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50/50 Cheese frozen,12.0,12.08,233.0,48.83
21148,School Lunch pizza TONY'S SMARTPIZZA Whole Grain 4x6 Pepperoni Pizza 50/50 Cheese frozen,12.0,12.14,238.0,48.47
07951,Scrapple pork,49.0,8.06,213.0,62.47
02076,Seasoning mix dry chili original,0.0,10.82,335.0,10.75
02074,Seasoning mix dry sazon coriander &amp annatto,--,0.0,--,0.2
02075,Seasoning mix dry taco original,0.0,4.5,322.0,5.7
11442,Seaweed agar raw,0.0,0.54,26.0,91.32
31019,Seaweed Canadian Cultivated EMI-TSUNOMATA dry,33.0,15.34,259.0,14.0
